#{"t_start": 1770583015.146034, "env_id": "None"}
r,l,t
67.940094,500,3712.857367
102.34602,500,3712.857407
-28.327837,500,3712.857423
9.84825,500,3712.857436
47.91061,500,3727.734379
211.18999,500,3727.734418
148.32324,500,3727.734435
156.94508,500,3727.734447
215.98618,500,3754.355063
213.43338,500,3754.355114
275.45166,500,3754.355129
223.9444,500,3754.355142
-39.394142,500,3769.129328
315.0927,500,3769.129372
248.12228,500,3769.129388
223.02466,500,3769.129401
168.11674,500,3784.330822
264.82132,500,3784.330869
124.08142,500,3784.330885
238.71051,500,3784.330897
55.933178,500,3799.12067
53.847034,500,3799.120715
339.59677,500,3799.120732
-37.08629,500,3799.120745
66.66789,500,3825.014153
188.59131,500,3825.014205
-16.666883,500,3825.014221
-34.64072,500,3825.014234
193.93063,500,3839.643825
276.9221,500,3839.643869
18.774006,500,3839.643885
268.0561,500,3839.643898
407.14252,500,3854.34948
206.2025,500,3854.349525
184.72308,500,3854.349542
-2.985135,500,3854.349587
120.85991,500,3869.359674
173.33372,500,3869.359721
282.35342,500,3869.359738
146.41888,500,3869.35975
272.69357,500,3895.371871
-18.182,500,3895.371912
369.17776,500,3895.371929
54.441124,500,3895.371941
-35.691517,500,3909.769593
-32.88611,500,3909.769634
182.20934,500,3909.76965
40.98442,500,3909.769663
406.71048,500,3923.018399
-19.414112,500,3923.01844
279.92807,500,3923.018456
73.914276,500,3923.018469
193.17406,500,3936.452653
298.52307,500,3936.452695
-2.7776735,500,3936.452712
54.64024,500,3936.452724
440.1447,500,3961.700093
207.94763,500,3961.700134
78.69537,500,3961.70015
-25.650778,500,3961.700163
273.56418,500,3976.308572
80.55676,500,3976.308618
79.931885,500,3976.308638
-24.138132,500,3976.308651
112.83876,500,3991.416399
-17.525911,500,3991.416443
8.626466,500,3991.41646
196.87619,500,3991.416473
31.945148,500,4006.284314
128.66893,500,4006.284358
193.10443,500,4006.284403
224.84148,500,4006.284418
-26.57362,500,4032.112105
128.68336,500,4032.112147
295.60263,500,4032.112164
-50.38189,500,4032.112176
195.37474,500,4046.873902
359.55762,500,4046.873945
210.1054,500,4046.873961
241.21696,500,4046.873974
58.996925,500,4061.55258
435.4308,500,4061.552626
-34.169495,500,4061.552643
-72.809715,500,4061.552655
336.56497,500,4076.324355
95.44054,500,4076.324403
-37.086296,500,4076.324419
207.44368,500,4076.324432
-26.740118,500,4102.073293
92.05397,500,4102.073349
128.18895,500,4102.073411
61.76573,500,4102.073434
46.9543,500,4116.809583
191.54628,500,4116.80963
245.4556,500,4116.809647
-6.9768205,500,4116.80966
208.44255,500,4131.783839
184.7906,500,4131.783901
100.65851,500,4131.783919
146.83627,500,4131.783931
-23.077139,500,4147.155006
107.408325,500,4147.155051
-55.39055,500,4147.155068
39.706596,500,4147.15508
60.536095,500,4174.309949
70.73279,500,4174.309989
-74.68354,500,4174.310005
202.84004,500,4174.310018
55.125034,500,4189.158528
220.28572,500,4189.158569
275.8172,500,4189.158585
-77.27269,500,4189.158597
116.8297,500,4203.70566
357.03018,500,4203.705702
-10.828116,500,4203.705719
-30.55576,500,4203.705731
150.91032,500,4218.411103
-29.293112,500,4218.411146
98.676704,500,4218.411162
76.057556,500,4218.411175
150.89717,500,4244.242688
-65.98655,500,4244.242728
231.05896,500,4244.242745
-10.769459,500,4244.242758
186.15474,500,4258.643908
361.2388,500,4258.643976
-23.664316,500,4258.644002
181.35706,500,4258.644037
193.37643,500,4273.346678
216.56874,500,4273.34672
-34.169468,500,4273.346735
64.949394,500,4273.346748
163.73653,500,4288.421096
275.88696,500,4288.421142
72.6631,500,4288.421159
36.200558,500,4288.421172
238.46176,500,4315.015002
351.88165,500,4315.015041
189.25685,500,4315.015058
10.701213,500,4315.01507
269.0044,500,4331.876908
82.48265,500,4331.876958
384.84744,500,4331.876975
169.2312,500,4331.876988
291.0034,500,4347.735648
304.3314,500,4347.735689
252.73827,500,4347.735706
62.96408,500,4347.735718
285.90616,500,4363.127991
371.01385,500,4363.128039
427.67435,500,4363.128055
279.06165,500,4363.128068
