#{"t_start": 1770500331.618574, "env_id": "None"}
r,l,t
457.6892,1000,9385.8721
667.43866,1000,9385.872149
540.81604,1000,9385.872165
286.97037,1000,9385.872178
197.29285,1000,9404.454094
242.20271,1000,9404.454148
548.47235,1000,9404.454165
393.58582,1000,9404.454177
882.2796,1000,9422.882307
320.84503,1000,9422.88235
202.92781,1000,9422.882367
646.22156,1000,9422.88238
282.7544,1000,9441.593945
553.96893,1000,9441.59399
574.4146,1000,9441.594006
359.01178,1000,9441.594018
217.23663,1000,9460.099381
301.35602,1000,9460.099423
336.16608,1000,9460.099439
124.63458,1000,9460.099451
143.34235,1000,9479.734653
89.829346,1000,9479.734695
191.40631,1000,9479.734711
250.33542,1000,9479.734723
295.6001,1000,9495.967151
54.151085,1000,9495.967192
199.6695,1000,9495.967208
106.41878,1000,9495.967221
244.9429,1000,9514.111065
156.47942,1000,9514.111107
292.35654,1000,9514.111123
263.95248,1000,9514.111136
295.41995,1000,9532.916224
195.91458,1000,9532.916264
200.64941,1000,9532.916279
235.45865,1000,9532.916292
79.57632,1000,9551.720186
171.89963,1000,9551.720227
32.71734,1000,9551.720243
234.51505,1000,9551.720256
416.61142,1000,9570.962953
394.46002,1000,9570.962996
206.26831,1000,9570.963013
251.05945,1000,9570.963026
214.97989,1000,9590.066178
401.73703,1000,9590.06622
826.57904,1000,9590.066236
288.688,1000,9590.066248
438.97824,1000,9605.094815
225.08347,1000,9605.094864
215.28214,1000,9605.094881
65.492615,1000,9605.094894
236.76498,1000,9621.574364
204.6109,1000,9621.574407
23.92053,1000,9621.574424
296.1617,1000,9621.574436
15.132315,1000,9640.646178
368.52835,1000,9640.646221
511.10678,1000,9640.646236
8.626911,1000,9640.646248
193.70139,1000,9658.334156
263.9526,1000,9658.334195
371.22046,1000,9658.334212
258.88007,1000,9658.334224
697.2603,1000,9677.21567
17.461376,1000,9677.215713
673.96893,1000,9677.215729
618.05615,1000,9677.215743
464.70438,1000,9695.463006
361.2745,1000,9695.463053
544.3737,1000,9695.46307
527.83887,1000,9695.463082
247.36386,1000,9714.568902
166.22908,1000,9714.568947
212.6885,1000,9714.568964
226.79239,1000,9714.568977
34.484077,1000,9733.620044
265.24387,1000,9733.620144
161.67746,1000,9733.620197
258.96997,1000,9733.620228
335.06085,1000,9751.811629
224.8363,1000,9751.811675
218.6103,1000,9751.811692
346.42456,1000,9751.811712
331.15512,1000,9770.042683
103.33135,1000,9770.042722
497.8232,1000,9770.042738
235.56586,1000,9770.042751
145.54678,1000,9788.505774
303.5672,1000,9788.505828
199.06047,1000,9788.505846
85.666016,1000,9788.505858
288.48456,1000,9807.483897
24.514887,1000,9807.483944
219.61551,1000,9807.483964
185.28925,1000,9807.483977
252.05539,1000,9826.84686
256.20413,1000,9826.846902
40.22265,1000,9826.846919
672.5749,1000,9826.846931
433.57904,1000,9844.851878
287.3474,1000,9844.851929
232.19846,1000,9844.851946
343.57602,1000,9844.851959
807.3426,1000,9863.338524
52.483,1000,9863.338564
417.6423,1000,9863.338579
256.88544,1000,9863.338591
243.85495,1000,9882.765138
242.7511,1000,9882.765179
273.66068,1000,9882.765195
477.15875,1000,9882.765207
210.02573,1000,9901.199311
378.09705,1000,9901.199354
209.27371,1000,9901.19937
312.44638,1000,9901.199383
205.72797,1000,9920.286997
260.26437,1000,9920.28704
262.98462,1000,9920.287056
213.5841,1000,9920.287069
336.77676,1000,9938.919441
445.4509,1000,9938.919486
234.45486,1000,9938.919503
33.081177,1000,9938.919515
297.3014,1000,9957.632872
583.8568,1000,9957.632916
302.0935,1000,9957.632932
237.34485,1000,9957.632944
361.2504,1000,9975.876784
56.25052,1000,9975.876823
610.5364,1000,9975.87684
342.50388,1000,9975.876852
365.38004,1000,9993.781465
175.40527,1000,9993.781511
251.60803,1000,9993.781527
76.469574,1000,9993.781539
457.5507,1000,10012.980174
268.0509,1000,10012.980219
403.5422,1000,10012.980235
282.4517,1000,10012.980248
55.23604,1000,10030.63112
129.09715,1000,10030.631166
238.02313,1000,10030.631183
193.32874,1000,10030.631196
602.60645,1000,10048.578012
405.4507,1000,10048.578055
401.7137,1000,10048.578071
675.80444,1000,10048.578085
75.8232,1000,10066.797712
671.098,1000,10066.797753
12.957804,1000,10066.79777
427.4725,1000,10066.797782
239.41138,1000,10084.463966
318.1137,1000,10084.464008
309.9569,1000,10084.464024
307.40256,1000,10084.464036
197.5412,1000,10101.068344
457.48737,1000,10101.068406
324.70605,1000,10101.068426
36.077347,1000,10101.068439
50.16073,1000,10118.470859
70.36962,1000,10118.47091
29.965239,1000,10118.470928
128.64526,1000,10118.470941
